t,pohm,pss,psw,pdw_dt,prad_core,psol
0.355,181061.32560945742,1120799.9999999881,560399.9999999941,236100.1381863563,346305.39382263116,1279855.7936004521
0.36,121691.07846542861,1115200.0000000005,557600.0000000002,524045.9063199768,355224.6298168207,915220.5423286317
0.365,183006.6261215102,1130400.0000000005,565200.0000000002,353021.3693166165,363935.13995108794,1161650.1168538064
0.37,152452.79237729122,1099200.0000000007,549600.0000000003,270032.443382879,372423.33612145437,1158797.012872959
0.375,126188.6560370023,1127200.0000000005,563600.0000000002,274280.1305183732,380631.2812551261,1162077.2442635037
0.38,166591.11181344045,1128800.0000000005,564400.0000000002,201365.65741930818,388544.53918653145,1269880.9152076016
0.385,176259.10777178366,1138400.0000000005,569200.0000000002,57931.67887865418,396162.1699210372,1429765.258972093
0.39,159325.89830086456,1108800.0000000005,554400.0000000002,-39364.50132084571,403453.9573137661,1458436.4423079449
0.395,159034.2915756147,1134400.0000000005,567200.0000000002,-35335.09107431745,410476.5176014308,1485492.865048502
0.4,165869.79259721513,1136000.0000000005,568000.0000000002,-73594.75794254537,417297.1476009386,1526167.4029388225
0.405,172749.58841543418,1145600.0000000005,572800.0000000002,-96844.17885499763,423874.2172254631,1564119.5500449694
0.41,147822.26580965804,1119999.9999999888,559999.9999999944,-49190.09902655698,430311.50415896915,1446700.8606772292
0.415,162543.76993379105,1139999.9999999998,569999.9999999999,-80836.62221154806,436617.8546171037,1516762.537528235
0.42,170441.6647958046,1140800.0000000014,570400.0000000007,-180130.93678003925,442807.2348025928,1618965.3667732533
0.425,114855.61913577262,1152799.9999999942,576399.9999999971,-178861.51324880912,448895.3599214094,1574021.7724631636
0.43,89247.32003117855,1131199.9999999916,565599.9999999958,-150835.5506964027,454806.27341089124,1482076.5973166774
0.435,64001.60608416891,1142400.000000003,571200.0000000015,-125819.1323194172,460484.27881834784,1442936.459585243
0.44,108727.7110016588,1147999.9999999988,573999.9999999994,-152302.02412686768,465776.8775238382,1517252.8576046866
0.445,146336.39377706798,1154400.0000000005,577200.0000000002,-187112.52430710004,470498.41226385615,1594550.5058203125
0.45,257109.40219503985,1139999.9999999928,569999.9999999964,-755613.0444613688,474456.8828553336,2248265.563801064
0.455,272874.5472033856,1143200.0000000102,571600.0000000051,-638043.950024922,477388.118329995,2148330.378898328
0.46,142850.88290506048,1152799.9999999995,576399.9999999998,32280.59135209905,479057.0908742032,1360713.2006787576
0.465,111122.89802948397,1156800.0000000068,578400.0000000034,-17977.204184717357,479191.56364565715,1385108.5385685544
0.47,120548.03563190327,1144799.9999999986,572399.9999999993,-78502.80943843292,477564.7806158721,1438686.064454462
0.475,245130.8072760601,1143200.000000022,571600.000000011,-754603.6055342101,474009.2760317343,2240525.136778569
0.48,267034.53351208084,1155999.9999999988,577999.9999999994,-642718.3882524911,468358.45372877014,2175394.4680358
0.485,288781.43065924896,1156800.0000000165,578400.0000000083,-310738.0221990489,460559.12028066185,1874160.3325776607
0.49,239095.47011579157,1150399.9999999932,575199.9999999966,-347777.0374177226,450736.7081722584,1861735.7993612457
0.495,171306.24284792063,1144000.0000000005,572000.0000000002,-32748.6463018519,438939.8861912706,1481115.0029585026
0.5,254363.01858648763,1161600.0000000005,580800.0000000002,-385353.15951464715,425424.03125035786,1956692.1468507776
0.505,487302.3015447312,1156800.0000000235,578400.0000000118,-1454387.984762799,410503.4222199049,3266386.8640876603
0.51,708451.9508545711,1155200.0000000005,577600.0000000002,-1710305.0231910688,394598.1561323001,3756958.8179133404
0.515,657034.5201270166,1144800.00000002,572400.00000001,-883075.6701171016,378140.5478784252,2879169.642365723
0.52,528319.0505798553,1166400.0000000005,583200.0000000002,-397028.10628330393,361618.18632300384,2313328.970540156
0.525,441002.03215063235,1155200.0000000254,577600.0000000127,-209645.14268719207,345441.45764302614,2038005.7171948361
0.53,400806.6018740511,1160800.0000000005,580400.0000000002,-148241.91214569283,330179.5076653743,1960069.0063543704
0.535,365658.27312301996,1141600.0000000256,570800.0000000128,-72405.91418433539,316138.69229231303,1834325.4950150808
0.54,353290.7603890092,1171200.0000000005,585600.0000000002,-1039.0138043265306,303636.4860243446,1807493.288168992
0.545,377689.8051176272,1155200.000000022,577600.000000011,82816.50487486982,292860.3788253874,1734812.9214174028
0.55,431370.7701456252,1164800.0000000005,582400.0000000002,98200.18006856256,284030.98873067653,1796339.6013463868
0.555,394602.1812548618,1140000.0000000237,570000.0000000119,92644.33035680336,277019.6648522792,1734938.186045815
0.56,369530.1277277851,1175200.0000000005,587600.0000000002,229434.81527672583,271690.595765316,1631204.716685744
0.565,366305.8242597026,1153600.0000000005,576800.0000000002,290848.60572944616,267871.1236635877,1537986.0948666693
0.57,376222.6078603191,1171199.9999999916,585599.9999999958,92539.95489918957,265287.8094092672,1775194.8435518497
0.575,432843.0802135024,1140000.0000000007,570000.0000000003,-67030.37392837135,263538.6530728546,1946334.8010690203
0.58,505387.6313647298,1177599.9999999986,588799.9999999993,-2367.911018016454,262234.59069949354,2011920.9516832505
0.585,479457.6558592347,1153600.0000000005,576800.0000000002,81249.57917135685,261027.91663215155,1867580.160055727
0.59,424126.97407643194,1178399.999999997,589199.9999999985,109576.2078100982,259600.30264637969,1822550.4636199493
0.595,515569.80913716555,1.3082868122182806e-10,6.541434061091403e-11,-131535.70292529542,257652.63830227582,389452.8737601853
0.6,603626.8443624377,0.0,0.0,-283118.37042446184,254948.73411562157,631796.480671278
0.605,552697.2106020283,0.0,0.0,-105311.1728871227,251413.5770621948,406594.8064269562
0.61,633913.8049649814,0.0,0.0,-462733.91376820643,247103.95065713656,849543.7680760513
0.615,930062.0954248232,0.0,0.0,-1370685.6042736203,242003.69702155096,2058744.0026768926
0.62,986381.4794003452,0.0,0.0,-1199904.1098563038,236310.1620580305,1949975.4271986187
0.625,801023.8862524299,0.0,0.0,-535172.4031660286,230319.75000049185,1105876.5394179667
0.63,554220.7557466622,0.0,0.0,-73825.99307950659,224330.39984281908,403716.3489833496
0.635,444061.9374814108,0.0,0.0,-30311.835489526162,218580.61525327753,255793.15771765943
0.64,527057.6448482501,0.0,0.0,-369215.5873287205,213448.28279126954,682824.949385701
0.645,509630.0023547688,0.0,0.0,-287181.5520999788,209175.79741060745,587635.7570441401
0.65,506374.1623616997,0.0,0.0,-254756.09037551502,206066.06539779465,555064.1873394201
0.655,503741.5005953275,0.0,0.0,-281542.9308074736,204149.83473927272,581134.5966635284
0.66,438275.51859164797,0.0,0.0,-212269.46789946698,203578.32832987717,446966.6581612378
0.665,492122.1962468964,0.0,0.0,-170144.40526361024,204351.61798078453,457914.98352972214
0.67,569198.0524414135,0.0,0.0,-227152.18040306307,206394.3964188172,589955.8364256594
0.675,519048.51592568017,0.0,0.0,-183929.54684533167,209478.06972444148,493499.99304657034
0.68,527165.9726854316,0.0,0.0,-123134.25015872448,213440.96257933544,436859.26026482065
0.685,588056.2049309098,0.0,0.0,-132088.2651834639,218014.2007556838,502130.2693586899
0.69,589731.1979970392,0.0,0.0,-118862.7095470003,222867.12715211563,485726.78039192385
0.695,615901.1598211775,0.0,0.0,-127677.86935268372,227735.80394703528,515843.2252268259
0.7,652175.0247816307,0.0,0.0,-111571.53115923825,232391.40221804238,531355.1537228266
0.705,658312.182962021,0.0,0.0,-70928.51589621675,236530.52754283376,492710.17131540395
0.71,672623.4386912299,0.0,0.0,5806.55156128631,240016.68247802445,426800.20465191914
0.715,696529.8502184724,0.0,0.0,-10335.05918544142,242713.0579700541,464151.85143385973
0.72,680496.7884681756,0.0,0.0,-43344.16688213712,244548.54191814672,479292.413432166
0.725,633258.21591715,0.0,0.0,-29212.125770704897,245622.88655727814,416847.4551305768
0.73,694869.8428705884,0.0,0.0,28944.29462903171,245919.5478672742,420006.0003742825
0.735,711609.1034060448,0.0,0.0,89119.65631574215,245599.9088981564,376889.5381921462
0.74,658307.6891753263,0.0,0.0,-58739.500204969365,244813.3451241174,472233.84425617824
0.745,735964.7377407833,0.0,0.0,-8911.992269171948,243822.1885533486,501054.5414566066
0.75,512662.0700662834,0.0,0.0,198845.35473025945,242771.9843755943,71044.73096042965
0.755,-23679.44135696606,0.0,0.0,220588.9201134344,241820.7340762814,-486089.0955466819
0.76,-166571.93776958724,0.0,0.0,129168.42700102419,241202.42197780107,-536942.7867484125
0.765,-67558.94436373943,0.0,0.0,102499.30190690789,241074.9207665377,-411133.167037185
0.77,-81637.92293265337,0.0,0.0,41813.62829148636,241530.7365829858,-364982.28780712554
0.775,-119790.19493351488,0.0,0.0,-29907.892531876474,242610.32067193103,-332492.62307356944
0.78,-142733.4073258277,0.0,0.0,-1478.4938716111376,244312.94924165707,-385567.86269587366
0.785,-130299.583153844,0.0,0.0,661.0532215938258,246628.70922329059,-377589.3455987284
0.79,-152215.34175552687,0.0,0.0,-25518.245039656165,249535.81402213214,-376232.91073800286
0.795,-159350.21217294235,0.0,0.0,-33687.40545072759,252831.28178879633,-378494.0885110111
0.8,-136375.98706203405,0.0,0.0,-67569.7176245612,256353.10085241363,-325159.3702898864
0.805,-165270.48834571795,0.0,0.0,-104531.95161780273,259969.76185449972,-320708.298582415
0.81,-188984.52749954513,0.0,0.0,-83906.23931913778,263499.6545680198,-368577.94274842716
0.815,-187694.4378289957,0.0,0.0,-107240.45345022102,266718.68885578075,-347172.6732345554
0.82,-188694.9113650834,0.0,0.0,-126367.52210790104,269434.1906622467,-331761.57991942903
0.825,-195509.51378050118,0.0,0.0,-114758.59025074929,271457.16124106094,-352208.0847708129
0.83,-198732.71850551982,0.0,0.0,-114824.62994926659,272696.65824195486,-356604.7467982081
0.835,-192733.70832150723,0.0,0.0,-106373.12618463545,272991.71790524444,-359352.3000421162
0.84,-207356.52266337603,0.0,0.0,-120651.98452653272,272237.77520262235,-358942.31333946565
0.845,-214981.90818982618,0.0,0.0,-116568.31162205194,270407.11055840267,-368820.7071261769
0.85,-202022.65188576235,0.0,0.0,-103976.43863136688,267572.8608024211,-365619.0740568166
0.855,-197602.49984692936,0.0,0.0,-102853.23050077037,263708.98313192796,-358458.252478087
0.86,-189539.60323304642,0.0,0.0,-116826.45914307464,258872.38995679392,-331585.5340467657
0.865,-184824.65124324567,0.0,0.0,-104020.45051807942,253300.07488011074,-334104.2756052769
0.87,-205848.46402280088,0.0,0.0,-99106.99349842577,247197.58406299126,-353939.05458736635
0.875,-194258.56256021585,0.0,0.0,-102688.52385475706,240685.15625049185,-332255.1949559506
0.88,-175822.8444620281,0.0,0.0,-92967.04242039792,234009.7126236595,-316865.51466528967
0.885,-174704.3196063956,0.0,0.0,-103293.30862365928,227416.64372616183,-298827.65470889816
0.89,-182320.0557371286,0.0,0.0,-92723.17875118546,221183.82666045913,-310780.7036464023
0.895,-174686.7360091635,0.0,0.0,-87234.41735358951,215434.30646826516,-302886.6251238392
0.9,-160752.85882681905,0.0,0.0,-90795.77236774124,210309.33726907085,-280266.4237281487
0.905,-151911.58818365692,0.0,0.0,-89804.90656764891,205947.96172303328,-268054.6433390413
0.91,-147011.8939317287,0.0,0.0,-76855.3245448969,202448.54590905856,-272605.11529589037
0.915,-143395.9733789434,0.0,0.0,-79625.41820895135,199635.83720061835,-263406.3923706104
0.92,-146912.07157224987,0.0,0.0,-73315.52048425598,197467.6806187054,-271064.2317066993
0.925,-139623.11985843515,0.0,0.0,-74939.01373313552,195786.301360824,-260470.40748612361
0.93,-125400.5581406616,0.0,0.0,-86395.60295982605,194359.1112805758,-233364.06646141136
0.935,-128629.80496787248,0.0,0.0,-67362.62543139364,192805.34431661764,-254072.52385309653
0.94,-119792.63185456155,0.0,0.0,-74478.13961214985,190868.5925357569,-236183.0847781686
0.945,-109120.76040545796,0.0,0.0,-81785.2982624057,188220.19850677886,-215555.66064983114
0.95,-105587.73329459118,0.0,0.0,-73555.64600095565,184548.45899880835,-216580.54629244388
0.955,-94896.63749869623,0.0,0.0,-89781.1964832043,179502.26148428154,-184617.70249977347
0.96,-79460.40246898013,0.0,0.0,-80470.9503272846,172915.0145329265,-171904.466674622
0.965,-3337.9729725216175,0.0,0.0,-241276.42612910818,164646.5164727361,73291.93668385045
0.97,63260.83853970462,0.0,0.0,-428172.02559561597,154655.96344421874,336776.90069110185
